token,count
prime,1
prince,4
printed,1
prism,1
prison,1
prisons,1
privilege,5
prize,4
probably,1
probed,1
probing,1
problem,3
proceed,1
proceeds,1
process,2
procession,1
proclaim,2
procure,1
product,1
products,1
profound,4
prognostic's,2
prohibit,1
projects,1
promise,3
promised,1
promptness,1
pronounce,1
property,2
propitiate,1
propound,1
propounded,1
propoundeth,1
prosaic,1
prose,1
prospect,2
prospect's,1
prospective,3
prosperity,1
prosy,1
protracted,1
proudest,1
prove,5
proved,2
provided,1
provoking,1
prowling,1
prudence,1
prudenter,1
prudential,1
pry,1
public,2
publicity,1
publish,1
publishes,1
pulse,1
punctual,2
punctuate,1
puncture,1
pungent,2
punishment,1
puppet,1
purchasing,1
purer,1
purple,15
purples,1
pursue,1
pursued,3
push,4
put,24
puts,1
puzzle,1
puzzled,3
quaint,2
quaintest,1
quaintly,1
qualified,2
qualify,1
quality,1
quantity,1
queen,6
quench,1
quest,1
question,3
questioned,1
questions,1
quick,3
quickened,1
quicker,1
quiet,3
quite,4
quivered,2
quivering,2
quivers,1
quoth,2
race,1
races,1
rack,1
rafter,1
rags,1
rain,1
rainbow,2
rains,1
raise,1
rallies,1
ran,2
range,1
rank,5
rankle,2
ransomed,1
rapid,2
raps,1
rapt,1
rapture,2
rare,2
rarer,1
rascality,1
rat,2
rather,6
ratified,1
ratio,1
rattle,1
ravelled,1
ravished,2
re,1
reach,6
reached,2
reaches,1
read,2
reading,1
reads,1
ready,3
real,2
really,2
realm,5
realms,4
reap'st,1
reapers,1
rearrange,1
rears,1
reason,1
reasons,1
recall,1
receive,2
received,1
receives,1
recently,1
recitation,1
reckoned,1
recognition,1
recollect,4
recollected,1
recollecting,2
recollection,1
record,2
recorded,1
rectified,1
red,8
redbreast,1
redemption,2
redoubt,1
reds,1
reduce,1
refined,1
refining,1
reflection,1
refuse,1
regale,1
regards,1
regiment,1
regret,2
regulates,1
rehearsal,1
reimburse,1
reining,1
rejoice,1
related,1
relegates,1
relent,1
reluctant,2
reluctantly,1
remain,6
remained,4
remaineth,1
remaining,4
remains,2
remanded,1
remedy,1
remember,5
remembered,2
remembers,1
remembrance,1
reminded,1
remits,1
remnant,1
remote,1
remotely,1
remoter,1
remotest,2
remove,2
removed,1
removing,1
rendered,1
rendezvous,1
renew,1
renown,4
renowned,3
rent,1
repair,1
repast,1
repay,1
repeal,1
repealless,1
repeat,1
repine,2
replaced,1
replied,1
reply,5
report,1
repose,3
representative,1
reprieve,4
reproduce,1
reproduced,1
repudiate,1
repudiates,1
repugnantly,1
repulse,1
request,2
requiring,1
requisition,1
resemble,1
resembling,1
reserve,1
reserved,1
reservoir,1
reside,1
residence,1
residences,1
residing,1
resigned,2
resist,2
resoluter,1
resonance,1
respite,1
respites,1
responsibility,2
rest,7
resting,1
restore,2
result,1
resume,1
resuming,1
resurrection,2
retain,2
retarding,1
reticence,1
reticent,2
retire,2
retires,1
retreat,1
retreating,1
retrieveless,2
retrogade,2
retrospect,3
retrospection,1
return,7
returned,1
reveal,2
reveals,1
revelation,1
revelry,1
reverberation,1
revere,1
reverential,1
reverently,1
reverse,3
reviews,1
revive,1
reward,2
rhine,2
rhyme,1
rhymes,1
ribbon's,1
ribbons,2
rich,4
richer,1
riches,3
rid,1
riddle,3
ride,4
riding,1
right,7
rigor,1
rill,1
rind,2
ring,2
ringing,1
ringlet,1
riot,1
ripe,1
ripeness,1
ripenings,1
rise,7
rises,2
rising,1
risk,1
rites,1
rival,1
rivers,1
rivet,2
road,10
roads,1
roam,1
roar,1
rob,1
robbed,1
robber,1
robe,2
robes,1
robin,5
robin's,2
robins,4
rock,2
rod,1
rogues,1
roll,3
rolled,3
rolling,2
romance,1
romeo,1
roof,1
room,10
rooms,5
root,3
rose,16
roses,2
rosier,1
rosy,1
rouge,1
round,10
route,3
rower,1
rowing,1
royal,2
royalized,1
royalty,1
rubbers,1
ruby,2
ruby's,1
ruddier,1
ruddy,1
rude,1
ruin,1
rule,1
rum,1
rumble,1
rumbles,1
rumor,1
rumor's,2
run,5
running,1
runs,1
rush,1
russet,1
rustics,1
rustle,1
sabbath,2
sackcloth,1
sacrament,2
sad,1
saddened,1
sadly,1
sadness,1
safe,1
safer,1
safety,1
sagacious,1
sagacity,1
sagest,1
said,8
sail,1
sailed,2
sailing,2
sailor,1
sails,3
saint,1
saints,3
saith,1
sake,5
salary,1
sallow,1
salute,1
saluting,1
same,7
sand,1
sandals,1
sands,2
sang,2
sanity,1
sank,1
sapphire,1
sarah,1
satan,1
satiety,2
satin,2
satirist,1
satisfied,2
sauntered,2
savans,1
save,4
saved,3
savior,1
saw,7
say,33
saying,2
scabbard,1
scalds,2
scan,1
scanned,4
scans,1
scant,2
scantily,2
scanty,3
scar,1
scarce,4
scarcely,4
scarlet,6
scarlets,1
scattered,1
scene,5
scenery,1
sceptic,1
sceptre,1
schemes,2
scholar,1
school,6
schoolboy,1
schoolroom,1
science,2
sciences,1
scold,2
scooping,1
scope,1
score,2
scowled,1
screens,1
screw,1
scrutinize,1
scrutiny,2
sea,29
seal,2
sealed,2
seamless,1
search,2
searching,1
seas,2
seashore,1
season,1
seasons,5
seats,1
second,9
second's,1
seconds,1
secret,6
secreting,1
secrets,5
secure,2
secured,1
secures,1
security,1
sedge,1
seduce,1
see,39
seed,3
seeds,1
seeing,1
seek,6
seeketh,2
seeking,1
seeks,1
seem,2
seemed,2
seemeth,1
seems,6
seen,11
segment,1
seize,1
seldom,1
selects,1
sells,1
send,5
sending,1
sends,1
sensation,1
sense,2
sent,4
sentence,2
sentenced,1
sentences,1
sentiment,1
sentiments,1
sepal,1
separate,2
sepulchral,1
sepulchre,3
sequence,1
seraphs,1
serene,1
serener,2
sermon,1
serpent,1
serve,1
served,1
service,1
services,1
session,1
set,6
sets,1
settest,1
setting,2
settled,2
seven,1
seventy,1
severe,1
sexton,1
sh'd,2
shadows,1
shaft,1
shafts,1
shake,1
shakespeare,1
shal't,1
shall,34
sham,1
shame,2
shames,1
shant,2
shape,4
shapeless,1
shapes,2
share,1
shared,2
sharp,1
sharpest,1
shaw,1
she,53
she's,3
sheaves,1
sheen,2
sheet,2
shell,2
shepherd's,1
shield,1
shift,2
shimmering,1
shines,1
shining,3
shivering,1
shod,1
shoe,2
shoes,2
shook,2
shoot,1
shopman,1
shore,4
shores,1
short,5
shorter,3
shot,2
should,34
shoulders,1
shouts,2
show,17
showed,2
showing,1
shows,4
showy,1
shrank,1
shrewd,2
shrewder,2
shriek,2
shrunken,1
shun,2
shunning,1
shut,12
shuts,3
shutter,1
shutting,2
shy,3
sic,1
sick,1
sickness,1
side,12
sides,1
sigh,2
sighing,3
sight,11
sight's,1
sighted,1
sign,4
signed,1
signor,2
signs,2
silence,3
silent,2
silently,1
silken,1
sill,1
silver,7
similar,1
simple,12
simpler,1
simplicity,2
simplified,1
simply,1
simultaneous,1
sin,2
since,17
sincere,1
sinew,3
sing,8
singeth,1
singing,4
single,6
sings,2
sip,1
sipped,1
sir,9
siren,1
sister,1
site,2
sitting,1
situated,1
situates,1
six,1
size,4
skaters,1
skies,8
skill,2
skim,1
skip,2
skirmish,1
skirted,1
skirts,1
sky,19
slain,1
slake,1
slanting,1
slash,1
sleds,1
sleek,1
sleep,15
sleeping,1
sleeps,1
sleepy,1
sleet,1
slept,1
slid,1
slim,2
slink,2
slipped,2
slipper,1
slow,11
slowest,1
slowly,2
slumbering,1
small,16
smaller,4
smallest,3
smart,1
smartness,1
smile,15
smile's,1
smiled,1
smiles,1
smiling,2
smooth,1
smuggled,2
snake,2
snap,1
snatch,1
snow,12
snows,1
so,196
soaring,1
sober,1
society,2
socket,1
sod,1
soever,1
soft,7
softened,1
softly,7
softness,1
soil,1
solaces,1
sold,1
soldered,1
soldier,1
soldiers,1
sole,1
solemn,12
solemnizes,1
solid,3
solo,1
some,51
somebody,2
somehow,2
something,7
sometime,1
sometimes,7
somewhat,2
somewhere,4
son,2
song,1
soon,8
sooty,1
sorer,2
sorrow,2
sorry,1
sort,4
sought,1
soul,33
souls,2
sound,7
sounded,1
soundless,2
sounds,5
south,7
souvenir,2
sovreign,7
sow,1
sowing,1
sown,5
space,1
spacious,2
spade,2
spaniel,1
spare,5
spared,1
sparkling,1
sparrow,1
sparrows,2
speak,5
speaks,1
species,4
specious,1
spectres,1
speculate,1
sped,2
speech,3
speedily,1
spell,1
spent,1
sphere,1
spheric,1
spices,2
spicy,3
spied,2
spikenards,1
spill,2
spilled,1
spin,1
spins,1
spires,2
spirit,8
spirits,2
splashing,1
splintered,1
split,2
splits,1
spoke,4
spoken,1
spokes,1
sport,1
sportsman,1
spot,2
sprightly,1
spring,8
springs,2
spurn,4
spurning,1
spy,2
square,2
squirrel,2
squirrels,1
st,3
stab,2
staggered,1
staggering,1
stain,2
stained,1
stains,1
stairs,1
stalactite,1
stale,1
stamped,1
stand,6
standing,2
stands,8
stanza,2
stapled,1
staples,1
star,9
star's,1
stare,4
stares,1
stars,6
start,6
started,1
startled,1
starved,3
state,2
stated,2
statelier,2
stately,5
statement,1
states,1
statesman's,1
station,3
stature,1
staunch,1
stay,9
stayed,1
staying,2
stays,1
steadfast,3
steadfastness,1
steadily,1
steady,2
steal,3
steals,1
stealthily,1
stealthy,1
steel,2
steep,1
steeple,2
steeple's,1
steeples,1
stem,2
stemless,1
step,1
stepping,1
steps,2
sterile,1
sterling,1
stiff,1
stiffly,1
still,42
stillness,2
stimulants,1
stimulate,1
stimulus,1
sting,1
stint,2
stipulate,2
stir,9
stirrup,1
stirs,1
stitch,1
stock's,1
stocks,1
stole,5
stolid,2
stone,6
stood,5
stooped,1
stooping,1
stop,8
stopped,7
storm,3
stormy,1
story,1
stow,1
straight,6
strain,2
strains,3
strange,1
stranger,9
stranger's,1
strangers,2
strangest,1
strata,1
strategy,1
strawberries,1
streams,1
street,2
streets,2
strength,2
stretch,1
stricken,1
striding,2
strike,2
strikes,1
string,1
strives,1
striving,1
stroke,2
strokes,1
strong,3
strove,2
struck,1
struggle,2
struggles,1
stubborn,1
student,1
stumbling,2
stupor,1
styles,1
subdue,1
subject,2
subjection,1
subjects,1
sublime,2
sublimer,1
submitting,1
subsequent,1
subsequently,1
subsist,1
substitute,1
subterranean,2
subtle,2
successful,1
such,43
sudden,6
suddenly,4
sue,1
suffered,2
suffice,4
suffices,1
sufficeth,1
sufficiency,1
sufficient,4
suffused,1
suit,2
suitable,1
suits,1
sullied,1
sum,3
summer,33
summer's,10
summers,1
summertime,1
summit,1
summon,3
summoned,2
sums,1
sun,33
sunburned,1
sunburnt,1
sunder,1
sung,1
sunny,1
sunrise,4
suns,3
sunset,12
sunshine,4
supercilious,2
superfluous,1
superior,3
supersede,1
supersedes,1
superstition,1
supper,1
supplants,1
supplicate,2
supply,1
suppose,2
supposed,3
supposition,2
supremacy,2
supreme,1
supremest,1
surcingles,1
sure,8
surely,1
sureties,1
surfaces,1
surgeons,1
surmise,3
surmising,1
surplice,1
surprise,4
surprised,2
surrender,2
surrendered,4
surry's,1
surveyed,1
surveying,1
survived,1
susan,1
suspect,5
suspend,1
suspended,1
suspends,1
suspense,1
suspicion,3
suspicious,1
sustain,2
sustains,1
swagger,1
swain,1
swam,1
swamps,1
swang,1
swans,1
swarthy,2
sweep,3
sweet,20
sweeter,4
sweetness,1
swept,4
swerve,1
swindled,1
swindlers,1
swing,1
swings,1
swiss,1
sword,1
swung,1
syllable,3
syllables,2
symbol,1
sympathy,1
symptom,2
tabernacle,1
tabernacles,1
table,5
tables,1
tactics,1
take,20
taken,1
takes,4
taking,2
tale,4
talismanic,1
talk,5
talked,2
tall,2
tankards,1
tanks,1
tardy,2
tarnished,1
tassels,1
taste,7
tasted,1
tasteless,1
taught,3
tawdry,1
tea,2
teach,2
team,1
tear,1
tearful,2
tears,3
teaze,2
teazed,1
teazing,1
technicality,1
teeth,1
telegram,1
telegrams,1
tell,31
telling,2
temerity,1
temperature,1
temple,2
temptation,1
tempted,1
ten,1
tenant,2
tenantless,1
tendency,1
tender,3
tenderer,2
tenderly,2
tenderness,1
tends,1
tenements,2
teneriffe,2
tent,2
tenure,1
term,4
termed,2
terrestrial,3
terrible,1
terribler,2
territory,2
terror,3
test,1
testified,1
testify,2
than,69
thank,1
thanked,2
thankful,1
that,307
that's,6
the,1590
theatre,1
thee,57
thefts,1
their,62
their's,2
them,30
theme,1
themself,2
themselves,3
then,83
there,61
there'll,1
there's,10
therefore,1
thereon,2
these,23
thew,1
thews,1
they,88
they'd,1
they're,3
thief,3
thigh,1
thill,1
thimble,1
thine,11
thing,15
things,13
think,16
thinking,1
third,2
thirst,2
thirsty,1
this,106
thither,1
tho,4
thom'son's,1
thomas,2
thorn,2
thorns,1
thoroughly,1
those,21
thou,29
though,32
thought,11
thoughtful,1
thousand,2
thousands,1
thread,1
threatened,1
three,4
threw,1
thrice,1
thrilling,1
thro,9
throe,1
throne,2
thrones,1
throng,1
through,24
thrown,2
thumb,1
thunder,3
thy,16
tiaras,1
tide,3
tides,2
tidings,1
tie,3
tied,1
tiger,1
tight,3
till,40
tilling,2
tilts,1
tim,9
time,32
time's,3
times,5
timid,4
timidity,1
tinsel,1
tint,5
tiny,1
tips,1
tiptoe,1
tiptoed,1
tired,1
tis,47
tis'nt,1
tissue,1
tissues,1
titled,1
to,592
toad,1
toads,1
today,17
toddled,1
toes,1
together,2
toil,3
toilette,3
token,1
told,15
tolling,1
tomb,8
tomorrow,3
ton,1
tone,1
tongue,5
tongueless,1
tonight,4
too,69
took,6
top,1
topaz,1
tops,1
tore,1
torrid,2
toss,1
tossed,1
tossing,1
totalness,1
tottered,1
touch,9
touched,5
touches,2
touching,1
toward,3
towering,1
town,9
toy,1
toys,1
trace,1
traced,1
track,1
tracks,1
tract,1
tracts,1
trade,2
trades,1
tradition,2
tradition's,1
tragedy,2
trailed,1
trailing,1
train,3
trains,2
trait,1
traitor,1
tranquil,1
tranquility,1
transcendental,1
transcending,1
transfigured,1
transgression,1
transit,1
transitive,1
translation,1
transplanted,1
transport,2
transporting,2
trap,1
traveller,2
traveller's,1
travels,1
traversed,1
treason,3
treasure,1
treasures,2
treatise,1
tree,20
trees,5
trembling,2
tremendous,3
tress,1
trick,2
tried,9
tries,1
trifle,3
trifles,2
trifling,1
trillion,1
trinket,2
trinkets,1
trip,1
triple,1
tripoli,1
tripping,1
trips,1
triumph,1
triumphant,2
triumphed,1
trivial,3
trod,1
troops,1
tropic,2
troth,3
troubadour,2
trouble,6
troubled,3
troughs,1
troupe,1
trowsers,1
trudge,1
true,11
truer,1
trumpet,2
trunk,1
trust,7
trusting,1
truth,8
try,7
trying,2
tucking,1
tug,1
tugging,1
tugs,1
tumbled,1
tumbles,1
tune,7
tunes,3
tunis,1
turbid,1
turbulent,1
turn,9
turned,6
turning,2
turns,3
tuscarora,1
twain,1
twas,31
twas'nt,2
twere,3
twice,7
twigs,1
twilight,2
twill,3
twin,1
twine,2
twinkled,1
two,20
twould,7
tyrannies,1
tyrian,1
ultimate,3
unaccustomed,1
unacknowledged,1
unafraid,1
unaided,1
unannointed,1
unanswering,1
uncertain,3
unconscious,1
uncovered,1
undecaying,1
undefeated,1
undepicted,1
under,8
underlie,1
undermined,1
underneath,1
understand,1
understood,1
undiscovered,1
undivine,1
undone,1
undrained,1
unerudite,1
uneven,1
unexpected,2
unexpectedly,1
unfold,1
unfrequented,1
unfurnished,1
ungained,1
unhelped,1
uniforms,1
unite,1
unity,1
universe,2
universe's,1
unjaded,1
unknown,11
unladen,1
unlike,1
unmoved,3
unnescessary,1
unnoticed,2
unnumbered,1
unobtrusive,2
unproved,1
unpuzzled,1
unquestionably,1
unreality,1
unrecorded,1
unrelieved,1
unroll,1
unrolls,1
unsanctified,1
unshared,1
unshriven,1
unspoken,1
unsubstantial,1
unsuspected,2
unsuspecting,3
unsuspended,1
untie,1
until,21
unto,19
untold,2
untouched,2
untoward,1
untraversed,1
unvarying,1
unveil,1
unvisited,1
unwind,1
unwinds,1
up,17
upheld,1
upon,10
upper,2
urging,1
us,49
use,2
used,6
useless,1
uses,1
usual,1
utmost,3
utter,1
utters,1
vacant,1
vail,3
vailed,1
vailing,2
vain,3
valentine,1
valid,1
valley,1
valleys,1
value,3
values,1
valves,2
vane's,1
vanish,1
vanished,1
vanity,2
vanquish,1
vanquished,2
varied,2
various,1
vast,2
vaster,1
vastest,1
vaulted,1
vaunt,1
vein,1
veins,2
velvet,6
venerable,1
venerate,1
venetian,1
veni,1
venice,1
venoms,1
venture,3
vera,1
verdict,1
verge,1
vermin's,1
very,11
vespers,1
vest,2
vesuvian,1
veto,1
vevay,2
viands,1
vibrations,1
vici,1
victor,1
victorious,1
victory,5
vidi,1
view,1
viewed,3
vigilance,1
village,2
villages,2
vindicate,1
violate,1
violet,1
violets,1
violin,1
vision,2
visit,1
visiting,1
vital,4
vitality,1
vitallest,1
vivamus,2
vivid,2
vocal,1
voice,1
volcano,1
volume,1
vote,1
vows,1
vulture,1
w'd,3
waded,2
wailing,1
wainscot,1
wait,4
waiting,4
wake,8
waking,1
waking's,1
walk,7
walked,3
walking,1
walks,1
wall,2
walls,1
waltzed,1
wandered,1
wanderings,1
wane,1
want,8
wanted,1
wanting,1
war,2
wardrobe,1
warm,6
warmed,1
warmth,1
warrant,1
was,107
washed,2
waste,1
wasted,1
watch,1
watched,2
water,5
water's,1
waters,1
wave,5
waxing,1
way,24
waylaying,2
ways,1
we,138
we'd,1
we'll,2
we're,1
wealth,5
wealthier,1
wealthily,1
wealths,1
wealthy,1
wear,15
wearing,2
wears,1
weary,6
weather,1
web,1
wedding,1
weed,2
weep,2
weeping,1
weigh,2
weighs,1
weight,3
welcome,1
weld,1
well,9
went,17
wept,1
were,78
wert,2
west,5
westerly,1
wh,1
what,68
whatever,3
whatsoever,2
wheat,2
wheel,3
wheels,2
when,126
where,31
whereas,1
wherefore,1
wherein,1
whether,9
which,34
whiffletree,1
while,16
whimpered,1
whimpers,1
whining,1
whispering,1
whistle,1
whistled,1
white,8
whiter,1
who,70
who'll,1
whole,9
wholesome,1
wholly,1
whom,9
whose,22
whosoever,1
why,12
wicks,2
wide,2
widen,1
width,2
widths,1
wife's,1
wifehood,1
wild,6
wilderness,3
will,70
willed,1
william,1
willing,1
wilt,2
wily,3
win,3
winces,1
wincing,1
wind,11
window,5
windows,5
winds,5
windy,1
wine,4
wines,1
wing,1
wings,5
winter,7
winter's,1
winters,1
wipe,1
wisdom,2
wisdoms,1
wise,4
wiseness,1
wiser,3
wish,5
wished,1
wit,1
witch,1
witchcraft,1
with,147
withdraws,1
withdrew,3
witheld,1
within,21
withold,1
witholden,1
witholding,1
without,41
withstands,1
witness,4
witnessed,2
wives,1
wizard,1
wo,2
woe,3
woe's,1
woke,1
wolfe,2
woman's,3
women,3
won,1
wonder,15
wonderful,1
wondering,1
wondrous,2
wont,5
woo,2
wooden,1
woods,4
wooed,1
word,10
words,3
wore,2
work,4
worked,1
workman,1
works,1
world,20
worlds,1
worm,3
worms,1
worn,5
worship,1
worst,2
worsted,1
worth,4
worthier,1
worthy,2
would,63
would'nt,3
would'st,1
wound,1
wove,1
woven,1
wreck,3
wrenched,1
wrenching,1
wrestle,1
wrestled,3
wrestler,2
wretch,1
wring,1
wrinkled,1
write,1
written,1
wrote,1
wrung,1
yacht,1
yawning,1
ye,3
year,13
years,13
yellow,2
yellower,1
yesterday,6
yesterday's,1
yet,34
yielding,1
you,108
you'd,3
you'll,2
you're,3
you've,1
young,1
your,32
your's,1
yourself,1
zero,1
zodiac,1
zone,1
zones,2
