edition_name,chapter_name,count_type,percent
adventureshuckle00twaiiala-HuckFinn.json,1,sentences,46.26865671641798
adventureshuckle00twaiiala-HuckFinn.json,2,sentences,46.511627906976976
adventureshuckle00twaiiala-HuckFinn.json,3,sentences,33.3333333333332
adventureshuckle00twaiiala-HuckFinn.json,4,sentences,55.68181818181809
adventureshuckle00twaiiala-HuckFinn.json,5,sentences,34.999999999999815
adventureshuckle00twaiiala-HuckFinn.json,6,sentences,38.97058823529419
adventureshuckle00twaiiala-HuckFinn.json,7,sentences,43.07692307692295
adventureshuckle00twaiiala-HuckFinn.json,8,sentences,39.622641509433834
adventureshuckle00twaiiala-HuckFinn.json,9,sentences,49.315068493150626
adventureshuckle00twaiiala-HuckFinn.json,10,sentences,50.000000000000114
adventureshuckle00twaiiala-HuckFinn.json,11,sentences,37.209302325581525
adventureshuckle00twaiiala-HuckFinn.json,12,sentences,34.02777777777793
adventureshuckle00twaiiala-HuckFinn.json,13,sentences,29.0
adventureshuckle00twaiiala-HuckFinn.json,14,sentences,26.53061224489805
adventureshuckle00twaiiala-HuckFinn.json,15,sentences,34.745762711864444
adventureshuckle00twaiiala-HuckFinn.json,16,sentences,17.256637168142532
adventureshuckle00twaiiala-HuckFinn.json,17,sentences,35.76158940397365
adventureshuckle00twaiiala-HuckFinn.json,18,sentences,32.075471698113034
adventureshuckle00twaiiala-HuckFinn.json,19,sentences,18.96551724137953
adventureshuckle00twaiiala-HuckFinn.json,20,sentences,22.5563909774435
adventureshuckle00twaiiala-HuckFinn.json,21,sentences,25.1968503937006
adventureshuckle00twaiiala-HuckFinn.json,22,sentences,20.987654320987563
adventureshuckle00twaiiala-HuckFinn.json,23,sentences,34.61538461538484
adventureshuckle00twaiiala-HuckFinn.json,24,sentences,32.0
adventureshuckle00twaiiala-HuckFinn.json,25,sentences,17.11711711711687
adventureshuckle00twaiiala-HuckFinn.json,26,sentences,23.456790123457083
adventureshuckle00twaiiala-HuckFinn.json,27,sentences,20.192307692307566
adventureshuckle00twaiiala-HuckFinn.json,28,sentences,15.09433962264124
adventureshuckle00twaiiala-HuckFinn.json,29,sentences,23.026315789473557
adventureshuckle00twaiiala-HuckFinn.json,30,sentences,5.6603773584905355
adventureshuckle00twaiiala-HuckFinn.json,31,sentences,31.481481481481786
adventureshuckle00twaiiala-HuckFinn.json,32,sentences,22.330097087378782
adventureshuckle00twaiiala-HuckFinn.json,33,sentences,21.53846153846144
adventureshuckle00twaiiala-HuckFinn.json,34,sentences,25.454545454545638
adventureshuckle00twaiiala-HuckFinn.json,35,sentences,21.36150234741818
adventureshuckle00twaiiala-HuckFinn.json,36,sentences,27.777777777777587
adventureshuckle00twaiiala-HuckFinn.json,37,sentences,14.942528735632123
adventureshuckle00twaiiala-HuckFinn.json,38,sentences,31.20000000000024
adventureshuckle00twaiiala-HuckFinn.json,39,sentences,32.92682926829272
adventureshuckle00twaiiala-HuckFinn.json,40,sentences,7.8947368421053365
adventureshuckle00twaiiala-HuckFinn.json,41,sentences,12.631578947368304
adventureshuckle00twaiiala-HuckFinn.json,42,sentences,26.9565217391307
adventureshuckle00twaiiala-HuckFinn.json,43,sentences,9.523809523809557
adventureshuckle00twaiiala-HuckFinn.json,1,words,86.82860001097846
adventureshuckle00twaiiala-HuckFinn.json,2,words,80.99090244360796
adventureshuckle00twaiiala-HuckFinn.json,3,words,81.71330682859613
adventureshuckle00twaiiala-HuckFinn.json,4,words,81.2546841734816
adventureshuckle00twaiiala-HuckFinn.json,5,words,75.42961233952663
adventureshuckle00twaiiala-HuckFinn.json,6,words,82.69862525675818
adventureshuckle00twaiiala-HuckFinn.json,7,words,84.81729828886203
adventureshuckle00twaiiala-HuckFinn.json,8,words,73.75301891645147
adventureshuckle00twaiiala-HuckFinn.json,9,words,85.50338209847457
adventureshuckle00twaiiala-HuckFinn.json,10,words,86.95841786805997
adventureshuckle00twaiiala-HuckFinn.json,11,words,76.79677369593352
adventureshuckle00twaiiala-HuckFinn.json,12,words,77.86176751402397
adventureshuckle00twaiiala-HuckFinn.json,13,words,75.18595452510188
adventureshuckle00twaiiala-HuckFinn.json,14,words,66.90331090885104
adventureshuckle00twaiiala-HuckFinn.json,15,words,79.51593860684675
adventureshuckle00twaiiala-HuckFinn.json,16,words,29.232630336099753
adventureshuckle00twaiiala-HuckFinn.json,17,words,78.00923546876662
adventureshuckle00twaiiala-HuckFinn.json,18,words,74.71737800318705
adventureshuckle00twaiiala-HuckFinn.json,19,words,74.54246846349322
adventureshuckle00twaiiala-HuckFinn.json,20,words,76.54576000592239
adventureshuckle00twaiiala-HuckFinn.json,21,words,77.85685563596844
adventureshuckle00twaiiala-HuckFinn.json,22,words,81.74325716305196
adventureshuckle00twaiiala-HuckFinn.json,23,words,73.10538107771048
adventureshuckle00twaiiala-HuckFinn.json,24,words,75.29272024046705
adventureshuckle00twaiiala-HuckFinn.json,25,words,77.27610065945139
adventureshuckle00twaiiala-HuckFinn.json,26,words,70.27585425975664
adventureshuckle00twaiiala-HuckFinn.json,27,words,80.24341839768971
adventureshuckle00twaiiala-HuckFinn.json,28,words,68.48237905127162
adventureshuckle00twaiiala-HuckFinn.json,29,words,75.56511266390565
adventureshuckle00twaiiala-HuckFinn.json,30,words,70.22742040285816
adventureshuckle00twaiiala-HuckFinn.json,31,words,77.22084246953209
adventureshuckle00twaiiala-HuckFinn.json,32,words,73.10042138201813
adventureshuckle00twaiiala-HuckFinn.json,33,words,72.27834899586576
adventureshuckle00twaiiala-HuckFinn.json,34,words,72.4898952339789
adventureshuckle00twaiiala-HuckFinn.json,35,words,73.08740942029135
adventureshuckle00twaiiala-HuckFinn.json,36,words,76.45504982360792
adventureshuckle00twaiiala-HuckFinn.json,37,words,77.40162124178102
adventureshuckle00twaiiala-HuckFinn.json,38,words,72.81710430342814
adventureshuckle00twaiiala-HuckFinn.json,39,words,78.65659427132606
adventureshuckle00twaiiala-HuckFinn.json,40,words,76.85599985251555
adventureshuckle00twaiiala-HuckFinn.json,41,words,71.23656273402312
adventureshuckle00twaiiala-HuckFinn.json,42,words,76.97335244542539
adventureshuckle00twaiiala-HuckFinn.json,43,words,77.28395061728368
adventuresofhuc00twai-HuckFinn.json,1,sentences,47.76119402985081
adventuresofhuc00twai-HuckFinn.json,2,sentences,50.387596899225045
adventuresofhuc00twai-HuckFinn.json,3,sentences,33.3333333333332
adventuresofhuc00twai-HuckFinn.json,4,sentences,54.545454545454454
adventuresofhuc00twai-HuckFinn.json,5,sentences,42.22222222222206
adventuresofhuc00twai-HuckFinn.json,6,sentences,42.64705882352948
adventuresofhuc00twai-HuckFinn.json,7,sentences,54.61538461538445
adventuresofhuc00twai-HuckFinn.json,8,sentences,43.77358490566026
adventuresofhuc00twai-HuckFinn.json,9,sentences,49.315068493150626
adventuresofhuc00twai-HuckFinn.json,10,sentences,56.94444444444454
adventuresofhuc00twai-HuckFinn.json,11,sentences,42.441860465116434
adventuresofhuc00twai-HuckFinn.json,12,sentences,32.63888888888904
adventuresofhuc00twai-HuckFinn.json,13,sentences,36.0
adventuresofhuc00twai-HuckFinn.json,14,sentences,31.12244897959192
adventuresofhuc00twai-HuckFinn.json,15,sentences,27.11864406779665
adventuresofhuc00twai-HuckFinn.json,16,sentences,22.78761061946998
adventuresofhuc00twai-HuckFinn.json,17,sentences,33.77483443708623
adventuresofhuc00twai-HuckFinn.json,18,sentences,38.207547169811114
adventuresofhuc00twai-HuckFinn.json,19,sentences,24.137931034482982
adventuresofhuc00twai-HuckFinn.json,20,sentences,35.33834586466156
adventuresofhuc00twai-HuckFinn.json,21,sentences,28.346456692913193
adventuresofhuc00twai-HuckFinn.json,22,sentences,39.50617283950608
adventuresofhuc00twai-HuckFinn.json,23,sentences,35.897435897436125
adventuresofhuc00twai-HuckFinn.json,24,sentences,35.0
adventuresofhuc00twai-HuckFinn.json,25,sentences,24.324324324324074
adventuresofhuc00twai-HuckFinn.json,26,sentences,31.481481481481786
adventuresofhuc00twai-HuckFinn.json,27,sentences,26.923076923076785
adventuresofhuc00twai-HuckFinn.json,28,sentences,20.7547169811318
adventuresofhuc00twai-HuckFinn.json,29,sentences,34.868421052631454
adventuresofhuc00twai-HuckFinn.json,30,sentences,11.320754716981103
adventuresofhuc00twai-HuckFinn.json,31,sentences,43.2098765432102
adventuresofhuc00twai-HuckFinn.json,32,sentences,28.155339805825392
adventuresofhuc00twai-HuckFinn.json,33,sentences,28.46153846153837
adventuresofhuc00twai-HuckFinn.json,34,sentences,34.54545454545473
adventuresofhuc00twai-HuckFinn.json,35,sentences,37.79342723004727
adventuresofhuc00twai-HuckFinn.json,36,sentences,41.111111111110944
adventuresofhuc00twai-HuckFinn.json,37,sentences,27.586206896551673
adventuresofhuc00twai-HuckFinn.json,38,sentences,32.80000000000024
adventuresofhuc00twai-HuckFinn.json,39,sentences,46.34146341463418
adventuresofhuc00twai-HuckFinn.json,40,sentences,30.263157894736935
adventuresofhuc00twai-HuckFinn.json,41,sentences,29.473684210526216
adventuresofhuc00twai-HuckFinn.json,42,sentences,31.304347826087223
adventuresofhuc00twai-HuckFinn.json,43,sentences,19.047619047619083
adventuresofhuc00twai-HuckFinn.json,1,words,85.85931031021838
adventuresofhuc00twai-HuckFinn.json,2,words,80.62075350328941
adventuresofhuc00twai-HuckFinn.json,3,words,81.00096140099768
adventuresofhuc00twai-HuckFinn.json,4,words,78.99855138685041
adventuresofhuc00twai-HuckFinn.json,5,words,78.38848750270498
adventuresofhuc00twai-HuckFinn.json,6,words,83.6463825049107
adventuresofhuc00twai-HuckFinn.json,7,words,83.79281636723368
adventuresofhuc00twai-HuckFinn.json,8,words,73.4346984261736
adventuresofhuc00twai-HuckFinn.json,9,words,83.56409183863221
adventuresofhuc00twai-HuckFinn.json,10,words,88.68101622598046
adventuresofhuc00twai-HuckFinn.json,11,words,76.42750375285095
adventuresofhuc00twai-HuckFinn.json,12,words,77.19005365304102
adventuresofhuc00twai-HuckFinn.json,13,words,73.65276996872588
adventuresofhuc00twai-HuckFinn.json,14,words,67.71724766461607
adventuresofhuc00twai-HuckFinn.json,15,words,78.62905443145549
adventuresofhuc00twai-HuckFinn.json,16,words,29.791822507713015
adventuresofhuc00twai-HuckFinn.json,17,words,77.98823372069987
adventuresofhuc00twai-HuckFinn.json,18,words,74.88085101581777
adventuresofhuc00twai-HuckFinn.json,19,words,74.72632984627357
adventuresofhuc00twai-HuckFinn.json,20,words,78.64607417793877
adventuresofhuc00twai-HuckFinn.json,21,words,76.35334462666704
adventuresofhuc00twai-HuckFinn.json,22,words,82.80586225804167
adventuresofhuc00twai-HuckFinn.json,23,words,74.81287398647449
adventuresofhuc00twai-HuckFinn.json,24,words,77.540817931601
adventuresofhuc00twai-HuckFinn.json,25,words,78.48432627060772
adventuresofhuc00twai-HuckFinn.json,26,words,70.9057098166746
adventuresofhuc00twai-HuckFinn.json,27,words,80.80182670901111
adventuresofhuc00twai-HuckFinn.json,28,words,70.09767772495846
adventuresofhuc00twai-HuckFinn.json,29,words,76.07754222887154
adventuresofhuc00twai-HuckFinn.json,30,words,71.24122033478679
adventuresofhuc00twai-HuckFinn.json,31,words,79.02743119399331
adventuresofhuc00twai-HuckFinn.json,32,words,75.00966513161659
adventuresofhuc00twai-HuckFinn.json,33,words,72.63964928801155
adventuresofhuc00twai-HuckFinn.json,34,words,73.72220889415286
adventuresofhuc00twai-HuckFinn.json,35,words,75.03752587991856
adventuresofhuc00twai-HuckFinn.json,36,words,77.96529481357743
adventuresofhuc00twai-HuckFinn.json,37,words,77.69220590181304
adventuresofhuc00twai-HuckFinn.json,38,words,73.40418527282985
adventuresofhuc00twai-HuckFinn.json,39,words,78.81318311571403
adventuresofhuc00twai-HuckFinn.json,40,words,77.96034906413206
adventuresofhuc00twai-HuckFinn.json,41,words,71.85346095180324
adventuresofhuc00twai-HuckFinn.json,42,words,77.75750532321099
adventuresofhuc00twai-HuckFinn.json,43,words,77.22451705395149
adventuresofhuck00twai_9-HuckFinn.json,1,sentences,47.76119402985081
adventuresofhuck00twai_9-HuckFinn.json,2,sentences,42.63565891472891
adventuresofhuck00twai_9-HuckFinn.json,3,sentences,33.3333333333332
adventuresofhuck00twai_9-HuckFinn.json,4,sentences,49.99999999999992
adventuresofhuck00twai_9-HuckFinn.json,5,sentences,32.22222222222203
adventuresofhuck00twai_9-HuckFinn.json,6,sentences,43.382352941176535
adventuresofhuck00twai_9-HuckFinn.json,7,sentences,46.923076923076785
adventuresofhuck00twai_9-HuckFinn.json,8,sentences,41.509433962264026
adventuresofhuck00twai_9-HuckFinn.json,9,sentences,53.424657534246506
adventuresofhuck00twai_9-HuckFinn.json,10,sentences,58.33333333333343
adventuresofhuck00twai_9-HuckFinn.json,11,sentences,43.02325581395365
adventuresofhuck00twai_9-HuckFinn.json,12,sentences,31.250000000000156
adventuresofhuck00twai_9-HuckFinn.json,13,sentences,40.0
adventuresofhuck00twai_9-HuckFinn.json,14,sentences,31.12244897959192
adventuresofhuck00twai_9-HuckFinn.json,15,sentences,31.35593220338987
adventuresofhuck00twai_9-HuckFinn.json,16,sentences,19.911504424779707
adventuresofhuck00twai_9-HuckFinn.json,17,sentences,35.09933774834451
adventuresofhuck00twai_9-HuckFinn.json,18,sentences,33.49056603773567
adventuresofhuck00twai_9-HuckFinn.json,19,sentences,18.96551724137953
adventuresofhuck00twai_9-HuckFinn.json,20,sentences,26.315789473684106
adventuresofhuck00twai_9-HuckFinn.json,21,sentences,24.409448818897452
adventuresofhuck00twai_9-HuckFinn.json,22,sentences,33.33333333333323
adventuresofhuck00twai_9-HuckFinn.json,23,sentences,32.90598290598314
adventuresofhuck00twai_9-HuckFinn.json,24,sentences,33.0
adventuresofhuck00twai_9-HuckFinn.json,25,sentences,18.91891891891867
adventuresofhuck00twai_9-HuckFinn.json,26,sentences,29.62962962962993
adventuresofhuck00twai_9-HuckFinn.json,27,sentences,25.961538461538325
adventuresofhuck00twai_9-HuckFinn.json,28,sentences,19.496855345911676
adventuresofhuck00twai_9-HuckFinn.json,29,sentences,30.92105263157883
adventuresofhuck00twai_9-HuckFinn.json,30,sentences,9.433962264150914
adventuresofhuck00twai_9-HuckFinn.json,31,sentences,40.74074074074106
adventuresofhuck00twai_9-HuckFinn.json,32,sentences,26.213592233009855
adventuresofhuck00twai_9-HuckFinn.json,33,sentences,26.92307692307683
adventuresofhuck00twai_9-HuckFinn.json,34,sentences,35.45454545454564
adventuresofhuck00twai_9-HuckFinn.json,35,sentences,29.812206572770293
adventuresofhuck00twai_9-HuckFinn.json,36,sentences,35.55555555555537
adventuresofhuck00twai_9-HuckFinn.json,37,sentences,31.03448275862064
adventuresofhuck00twai_9-HuckFinn.json,38,sentences,27.200000000000237
adventuresofhuck00twai_9-HuckFinn.json,39,sentences,41.463414634146375
adventuresofhuck00twai_9-HuckFinn.json,40,sentences,27.63157894736851
adventuresofhuck00twai_9-HuckFinn.json,41,sentences,29.473684210526216
adventuresofhuck00twai_9-HuckFinn.json,42,sentences,30.43478260869592
adventuresofhuck00twai_9-HuckFinn.json,43,sentences,9.523809523809557
adventuresofhuck00twai_9-HuckFinn.json,1,words,85.64057956468541
adventuresofhuck00twai_9-HuckFinn.json,2,words,79.10846479885836
adventuresofhuck00twai_9-HuckFinn.json,3,words,80.23593407859335
adventuresofhuck00twai_9-HuckFinn.json,4,words,78.1176265154576
adventuresofhuck00twai_9-HuckFinn.json,5,words,77.53152961339127
adventuresofhuck00twai_9-HuckFinn.json,6,words,82.81539176630666
adventuresofhuck00twai_9-HuckFinn.json,7,words,83.32266726875262
adventuresofhuck00twai_9-HuckFinn.json,8,words,72.61635272629232
adventuresofhuck00twai_9-HuckFinn.json,9,words,82.73721210419289
adventuresofhuck00twai_9-HuckFinn.json,10,words,88.13782740041754
adventuresofhuck00twai_9-HuckFinn.json,11,words,75.5406554014327
adventuresofhuck00twai_9-HuckFinn.json,12,words,77.04771721499891
adventuresofhuck00twai_9-HuckFinn.json,13,words,74.09885236204444
adventuresofhuck00twai_9-HuckFinn.json,14,words,66.81400074133772
adventuresofhuck00twai_9-HuckFinn.json,15,words,77.49897747536369
adventuresofhuck00twai_9-HuckFinn.json,16,words,29.161667299038537
adventuresofhuck00twai_9-HuckFinn.json,17,words,77.19909729206579
adventuresofhuck00twai_9-HuckFinn.json,18,words,74.13878581095145
adventuresofhuck00twai_9-HuckFinn.json,19,words,73.82253252287485
adventuresofhuck00twai_9-HuckFinn.json,20,words,77.16405281032225
adventuresofhuck00twai_9-HuckFinn.json,21,words,76.06626651862933
adventuresofhuck00twai_9-HuckFinn.json,22,words,81.65544287294614
adventuresofhuck00twai_9-HuckFinn.json,23,words,74.14811003554229
adventuresofhuck00twai_9-HuckFinn.json,24,words,76.7946525726713
adventuresofhuck00twai_9-HuckFinn.json,25,words,77.37698690156823
adventuresofhuck00twai_9-HuckFinn.json,26,words,69.1746837446022
adventuresofhuck00twai_9-HuckFinn.json,27,words,79.46688031712614
adventuresofhuck00twai_9-HuckFinn.json,28,words,70.85227660338373
adventuresofhuck00twai_9-HuckFinn.json,29,words,75.7468632496586
adventuresofhuck00twai_9-HuckFinn.json,30,words,69.33599430675369
adventuresofhuck00twai_9-HuckFinn.json,31,words,76.88255373877993
adventuresofhuck00twai_9-HuckFinn.json,32,words,73.65203992706748
adventuresofhuck00twai_9-HuckFinn.json,33,words,72.01243940504202
adventuresofhuck00twai_9-HuckFinn.json,34,words,71.94462083996903
adventuresofhuck00twai_9-HuckFinn.json,35,words,73.55627194167037
adventuresofhuck00twai_9-HuckFinn.json,36,words,77.58702361049805
adventuresofhuck00twai_9-HuckFinn.json,37,words,77.88082792995472
adventuresofhuck00twai_9-HuckFinn.json,38,words,72.63777626243838
adventuresofhuck00twai_9-HuckFinn.json,39,words,78.133459238276
adventuresofhuck00twai_9-HuckFinn.json,40,words,78.09344062828386
adventuresofhuck00twai_9-HuckFinn.json,41,words,71.75436706943093
adventuresofhuck00twai_9-HuckFinn.json,42,words,76.93072088907641
adventuresofhuck00twai_9-HuckFinn.json,43,words,75.79126869087857
adventuresofhuck00twaiiala-HuckFinn.json,1,sentences,46.26865671641798
adventuresofhuck00twaiiala-HuckFinn.json,2,sentences,38.75968992248084
adventuresofhuck00twaiiala-HuckFinn.json,3,sentences,29.487179487179354
adventuresofhuck00twaiiala-HuckFinn.json,4,sentences,47.727272727272656
adventuresofhuck00twaiiala-HuckFinn.json,5,sentences,28.888888888888697
adventuresofhuck00twaiiala-HuckFinn.json,6,sentences,38.97058823529419
adventuresofhuck00twaiiala-HuckFinn.json,7,sentences,42.307692307692186
adventuresofhuck00twaiiala-HuckFinn.json,8,sentences,37.3584905660376
adventuresofhuck00twaiiala-HuckFinn.json,9,sentences,41.095890410958866
adventuresofhuck00twaiiala-HuckFinn.json,10,sentences,50.000000000000114
adventuresofhuck00twaiiala-HuckFinn.json,11,sentences,35.46511627906989
adventuresofhuck00twaiiala-HuckFinn.json,12,sentences,29.166666666666828
adventuresofhuck00twaiiala-HuckFinn.json,13,sentences,27.0
adventuresofhuck00twaiiala-HuckFinn.json,14,sentences,25.00000000000009
adventuresofhuck00twaiiala-HuckFinn.json,15,sentences,29.661016949152582
adventuresofhuck00twaiiala-HuckFinn.json,16,sentences,18.141592920354924
adventuresofhuck00twaiiala-HuckFinn.json,17,sentences,30.46357615894053
adventuresofhuck00twaiiala-HuckFinn.json,18,sentences,31.132075471697938
adventuresofhuck00twaiiala-HuckFinn.json,19,sentences,17.241379310345046
adventuresofhuck00twaiiala-HuckFinn.json,20,sentences,19.548872180451013
adventuresofhuck00twaiiala-HuckFinn.json,21,sentences,22.834645669291156
adventuresofhuck00twaiiala-HuckFinn.json,22,sentences,2.469135802469049
adventuresofhuck00twaiiala-HuckFinn.json,23,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,24,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,25,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,26,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,27,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,28,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,29,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,30,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,31,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,32,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,33,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,34,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,35,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,36,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,37,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,38,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,39,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,40,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,41,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,42,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,43,sentences,0.0
adventuresofhuck00twaiiala-HuckFinn.json,1,words,83.30554546204594
adventuresofhuck00twaiiala-HuckFinn.json,2,words,78.22482668451075
adventuresofhuck00twaiiala-HuckFinn.json,3,words,77.84154933923365
adventuresofhuck00twaiiala-HuckFinn.json,4,words,78.1071041089213
adventuresofhuck00twaiiala-HuckFinn.json,5,words,73.64960203555958
adventuresofhuck00twaiiala-HuckFinn.json,6,words,81.30159322202286
adventuresofhuck00twaiiala-HuckFinn.json,7,words,81.43146351990772
adventuresofhuck00twaiiala-HuckFinn.json,8,words,72.06703733238757
adventuresofhuck00twaiiala-HuckFinn.json,9,words,80.54811624980395
adventuresofhuck00twaiiala-HuckFinn.json,10,words,84.7186925784051
adventuresofhuck00twaiiala-HuckFinn.json,11,words,74.42779034390236
adventuresofhuck00twaiiala-HuckFinn.json,12,words,74.57100603399348
adventuresofhuck00twaiiala-HuckFinn.json,13,words,70.46358027762705
adventuresofhuck00twaiiala-HuckFinn.json,14,words,64.56641604010021
adventuresofhuck00twaiiala-HuckFinn.json,15,words,76.38280415471863
adventuresofhuck00twaiiala-HuckFinn.json,16,words,28.880055867199882
adventuresofhuck00twaiiala-HuckFinn.json,17,words,76.05075813298814
adventuresofhuck00twaiiala-HuckFinn.json,18,words,72.05490544339321
adventuresofhuck00twaiiala-HuckFinn.json,19,words,71.0423456036932
adventuresofhuck00twaiiala-HuckFinn.json,20,words,73.71477848258705
adventuresofhuck00twaiiala-HuckFinn.json,21,words,73.90805725746343
adventuresofhuck00twaiiala-HuckFinn.json,22,words,10.638431093132755
adventuresofhuck00twaiiala-HuckFinn.json,23,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,24,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,25,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,26,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,27,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,28,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,29,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,30,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,31,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,32,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,33,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,34,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,35,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,36,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,37,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,38,words,0.0
adventuresofhuck00twaiiala-HuckFinn.json,39,words,0.0
